Geo Point;Geo Shape;ID;Code TAF/TAP;Nom symbolique;Abréviation LST FR courte;Abréviation LST NL courte;Abréviation LST FR complète;Abréviation LST NL complète;Nom FR court;Nom NL court;Nom FR moyen;Nom NL moyen;Nom FR complet;Nom NL complet;Classification en néerlandais;Classification en anglais;Classification en anglais
50.9094664354,4.46105659602;"{""type"": ""Point"", ""coordinates"": [4.461056596017583, 50.909466435392595]}";1357;BE01357;YBRCG;Y.BRUCARGO;Y.BRUCARGO;Y.BRUCARGO;Y.BRUCARGO;Y.Brucargo;Y.Brucargo;Y.Brucargo;Y.Brucargo;Y.Brucargo;Y.Brucargo;Vertakking;Bifurcation;Bifurcation
50.9003106602,4.40972929022;"{""type"": ""Point"", ""coordinates"": [4.409729290223781, 50.90031066021677]}";1052;BE01052;FSRIR;Y.ENTR. GR.R;Y.INRIT GR.R;Y.ENTREE GROUPE R;Y.INRIT GROEP R;Y.Entr. Gr.R;Y.Inrit Gr.R;Y.Entrée Groupe R;Y.Inrit Groep R;Y.Entrée Groupe R;Y.Inrit Groep R;Vertakking;Bifurcation;Bifurcation
51.2796989503,4.26288310535;"{""type"": ""Point"", ""coordinates"": [4.262883105354003, 51.279698950339636]}";1829;BE01829;YKHKW;Y.KALISHK-W;Y.KALISHK-W;Y.KALISHOEK-WEST;Y.KALISHOEK-WEST;Y.Kalishk-W;Y.Kalishk-W;Y.Kalishoek-West;Y.Kalishoek-West;Y.Kalishoek-West;Y.Kalishoek-West;Vertakking;Bifurcation;Bifurcation
50.8211001803,3.25296606338;"{""type"": ""Point"", ""coordinates"": [3.25296606338095, 50.821100180334014]}";112;BE00112;YBETH;Y.BETHUNE;Y.BETHUNE;Y.BETHUNE;Y.BETHUNE;Y.Bethune;Y.Bethune;Y.Bethune;Y.Bethune;Y.Bethune;Y.Bethune;Vertakking;Bifurcation;Bifurcation
50.8584983472,4.38016929577;"{""type"": ""Point"", ""coordinates"": [4.380169295774324, 50.858498347229904]}";830;BE00830;RGR;ROGIER;ROGIER;ROGIER;ROGIER;Rogier;Rogier;Rogier;Rogier;Rogier;Rogier;Rooster;Gril;Gril
51.0830177553,3.71784059016;"{""type"": ""Point"", ""coordinates"": [3.717840590156209, 51.0830177552891]}";1901;BE01901;RFWOB;WONDELG-IN B;WONDELG-IN B;WONDELGEM-INRIT BUNDEL;WONDELGEM-INRIT BUNDEL;Wondelg-In B;Wondelg-In B;Wondelgem-Inrit Bund;Wondelgem-Inrit Bund;Wondelgem-Inrit Bundel;Wondelgem-Inrit Bundel;Rooster;Gril;Gril
50.4623058165,4.27799668887;"{""type"": ""Point"", ""coordinates"": [4.27799668886701, 50.462305816524164]}";115;BE00115;LBC;BASCOUP;BASCOUP;BASCOUP;BASCOUP;Bascoup;Bascoup;Bascoup;Bascoup;Bascoup;Bascoup;Station;Gare;Gare
50.8744205348,4.36371433387;"{""type"": ""Point"", ""coordinates"": [4.363714333872749, 50.87442053477898]}";1601;BE01601;YZEBR;Y.PONT-SENNE;Y.ZENNEBRUG;Y.PONT-DE-LA-SENNE;Y.ZENNEBRUG;Y.Pont-Senne;Y.Zennebrug;Y.Pont-de-la-Senne;Y.Zennebrug;Y.Pont-de-la-Senne;Y.Zennebrug;Vertakking;Bifurcation;Bifurcation
50.9773080026,5.47092799564;"{""type"": ""Point"", ""coordinates"": [5.470927995643776, 50.977308002604694]}";1922;BE01922;RFGKU;GENK-G-UITHU;GENK-G-UITHU;GENK-GOED.-UITRIT HULPSTATIE;GENK-GOED.-UITRIT HULPSTATIE;Genk-G-UitHu;Genk-G-UitHu;Genk-G-Uitrit Hulpst;Genk-G-Uitrit Hulpst;Genk-Goed.-Uitrit Hulpstatie;Genk-Goed.-Uitrit Hulpstatie;Rooster;Gril;Gril
50.9969190343,4.53959819049;"{""type"": ""Point"", ""coordinates"": [4.539598190487692, 50.996919034286066]}";1546;BE01546;YHEVR;Y.HEVER;Y.HEVER;Y.HEVER;Y.HEVER;Y.Hever;Y.Hever;Y.Hever;Y.Hever;Y.Hever;Y.Hever;Vertakking;Bifurcation;Bifurcation
51.09894341,3.72072496353;"{""type"": ""Point"", ""coordinates"": [3.720724963527591, 51.098943409978574]}";1606;BE01606;YESTZ;Y.ZD EVERSTN;Y.ZD EVERSTN;Y.ZUID EVERSTEIN;Y.ZUID EVERSTEIN;Y.Zd Everstn;Y.Zd Everstn;Y.Zuid Everstein;Y.Zuid Everstein;Y.Zuid Everstein;Y.Zuid Everstein;Vertakking;Bifurcation;Bifurcation
50.7292621668,4.23545769766;"{""type"": ""Point"", ""coordinates"": [4.235457697656703, 50.72926216683373]}";503;BE00503;FHRIN;HALLE-RING;HALLE-RING;HALLE-RING;HALLE-RING;Halle-Ring;Halle-Ring;Halle-Ring;Halle-Ring;Halle-Ring;Halle-Ring;Rooster;Gril;Gril
50.7564953101,5.61196389185;"{""type"": ""Point"", ""coordinates"": [5.611963891848137, 50.75649531011354]}";119;BE00119;GBG;BASSENGE;BASSENGE;BASSENGE;BASSENGE;Bassenge;Bitsingen;Bassenge;Bitsingen;Bassenge;Bitsingen;Rooster;Gril;Gril
51.2645780546,4.3856250476;"{""type"": ""Point"", ""coordinates"": [4.385625047602412, 51.2645780546085]}";1617;BE01617;YFORD;Y.FORD;Y.FORD;Y.FORD;Y.FORD;Y.Ford;Y.Ford;Y.Ford;Y.Ford;Y.Ford;Y.Ford;Vertakking;Bifurcation;Bifurcation
50.7044248954,3.83545497207;"{""type"": ""Point"", ""coordinates"": [3.835454972066685, 50.70442489541426]}";1549;BE01549;YHRNG;Y.HOURAING;Y.HOURAING;Y.HOURAING;Y.HOURAING;Y.Houraing;Y.Houraing;Y.Houraing;Y.Houraing;Y.Houraing;Y.Houraing;Vertakking;Bifurcation;Bifurcation
51.2059549433,4.43288204822;"{""type"": ""Point"", ""coordinates"": [4.432882048224201, 51.20595494328651]}";1499;BE01499;YGNS;Y.ANTW-OOST;Y.ANTW-OOST;Y.ANTWERPEN-OOST;Y.ANTWERPEN-OOST;Y.Antw-Oost;Y.Antw-Oost;Y.Antwerpen-Oost;Y.Antwerpen-Oost;Y.Antwerpen-Oost;Y.Antwerpen-Oost;Vertakking;Bifurcation;Bifurcation
51.0824450002,3.75335299571;"{""type"": ""Point"", ""coordinates"": [3.75335299570752, 51.082445000153804]}";1619;BE01619;SIFF;SIFFERDOK;SIFFERDOK;GENT-ZEEHAVEN-SIFFERDOK;GENT-ZEEHAVEN-SIFFERDOK;Sifferdok;Sifferdok;Gent-Zeeh-Sifferdok;Gent-Zeeh-Sifferdok;Gent-Zeehaven-Sifferdok;Gent-Zeehaven-Sifferdok;Station;Gare;Gare
50.8716214519,4.37521155268;"{""type"": ""Point"", ""coordinates"": [4.375211552683014, 50.87162145190215]}";1552;BE01552;YJSPH;Y.JOSAPHAT;Y.JOSAPHAT;Y.JOSAPHAT;Y.JOSAPHAT;Y.Josaphat;Y.Josaphat;Y.Josaphat;Y.Josaphat;Y.Josaphat;Y.Josaphat;Vertakking;Bifurcation;Bifurcation
50.80998879,4.39861204918;"{""type"": ""Point"", ""coordinates"": [4.398612049179933, 50.80998879000121]}";1514;BE01514;YBNDL;Y.BOONDAEL;Y.BOONDAAL;Y.BOONDAEL;Y.BOONDAAL;Y.Boondael;Y.Boondaal;Y.Boondael;Y.Boondaal;Y.Boondael;Y.Boondaal;Vertakking;Bifurcation;Bifurcation
51.2904875381,4.43519172174;"{""type"": ""Point"", ""coordinates"": [4.435191721738343, 51.290487538100905]}";1622;BE01622;YSMBR;Y.ST-MARIAB;Y.ST-MARIAB;Y.SINT-MARIABURG;Y.SINT-MARIABURG;Y.St-Mariab;Y.St-Mariab;Y.Sint-Mariaburg;Y.Sint-Mariaburg;Y.Sint-Mariaburg;Y.Sint-Mariaburg;Vertakking;Bifurcation;Bifurcation
50.9302315699,5.49313993124;"{""type"": ""Point"", ""coordinates"": [5.49313993123861, 50.9302315698641]}";1555;BE01555;YKABK;Y.KAATSBEEK;Y.KAATSBEEK;Y.KAATSBEEK;Y.KAATSBEEK;Y.Kaatsbeek;Y.Kaatsbeek;Y.Kaatsbeek;Y.Kaatsbeek;Y.Kaatsbeek;Y.Kaatsbeek;Andere;Autre;Autre
49.6903061004,5.77272503277;"{""type"": ""Point"", ""coordinates"": [5.772725032774647, 49.690306100407064]}";303;BE00303;MKMSD;STOCKEM-SUD;STOCKEM-SUD;STOCKEM-SUD;STOCKEM-SUD;Stockem-Sud;Stockem-Sud;Stockem-Sud;Stockem-Sud;Stockem-Sud;Stockem-Sud;Rooster;Gril;Gril
50.9476463064,5.48369343334;"{""type"": ""Point"", ""coordinates"": [5.483693433343686, 50.9476463064167]}";1626;BE01626;YTEMN;Y.TERMIEN;Y.TERMIEN;Y.TERMIEN;Y.TERMIEN;Y.Termien;Y.Termien;Y.Termien;Y.Termien;Y.Termien;Y.Termien;Vertakking;Bifurcation;Bifurcation
50.8294005268,3.24797450848;"{""type"": ""Point"", ""coordinates"": [3.24797450848114, 50.82940052683049]}";1557;BE01557;YLKW;Y.KORTRIJK-W;Y.KORTRIJK-W;Y.KORTRIJK-WEST;Y.KORTRIJK-WEST;Y.Kortrijk-W;Y.Kortrijk-W;Y.Kortrijk-West;Y.Kortrijk-West;Y.Kortrijk-West;Y.Kortrijk-West;Vertakking;Bifurcation;Bifurcation
50.9916133733,5.06022599678;"{""type"": ""Point"", ""coordinates"": [5.060225996779688, 50.99161337331268]}";310;BE00310;YFDT;Y.DIEST;Y.DIEST;Y.DIEST;Y.DIEST;Y.Diest;Y.Diest;Y.Diest;Y.Diest;Y.Diest;Y.Diest;Vertakking;Bifurcation;Bifurcation
50.6168620005,5.58104999503;"{""type"": ""Point"", ""coordinates"": [5.581049995026919, 50.616862000529366]}";1630;BE01630;YVALB;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Vertakking;Bifurcation;Bifurcation
50.8259526621,3.25254964605;"{""type"": ""Point"", ""coordinates"": [3.252549646045003, 50.82595266208409]}";1562;BE01562;YLEBR;Y.LEIEBRUG;Y.LEIEBRUG;Y.LEIEBRUG;Y.LEIEBRUG;Y.Leiebrug;Y.Leiebrug;Y.Leiebrug;Y.Leiebrug;Y.Leiebrug;Y.Leiebrug;Vertakking;Bifurcation;Bifurcation
49.5536357518,5.82213990289;"{""type"": ""Point"", ""coordinates"": [5.822139902889989, 49.55363575177109]}";312;BE00312;MABGE;AUBANGE-E;AUBANGE-E;AUBANGE-GRIL E;AUBANGE-GRIL E;Aubange-E;Aubange-E;Aubange-Gril E;Aubange-Gril E;Aubange-Gril E;Aubange-Gril E;Rooster;Gril;Gril
50.8859394103,4.46794075857;"{""type"": ""Point"", ""coordinates"": [4.467940758572524, 50.88593941034476]}";1285;BE01285;FZAPQ;ZAVENTEM-P/Q;ZAVENTEM-P/Q;ZAVENTEM-ROOSTER P/Q;ZAVENTEM-ROOSTER P/Q;Zaventem-P/Q;Zaventem-P/Q;Zaventem-Rooster P/Q;Zaventem-Rooster P/Q;Zaventem-Rooster P/Q;Zaventem-Rooster P/Q;Rooster;Gril;Gril
50.7286124499,5.92777049757;"{""type"": ""Point"", ""coordinates"": [5.927770497570674, 50.728612449906606]}";334;BE00334;GMNGM;MONTZEN-GR.M;MONTZEN-GR.M;MONTZEN-GRIL M;MONTZEN-GRIL M;Montzen-Gr.M;Montzen-Gr.M;Montzen-Gril M;Montzen-Gril M;Montzen-Gril M;Montzen-Gril M;Rooster;Gril;Gril
51.1444553784,4.59247147874;"{""type"": ""Point"", ""coordinates"": [4.592471478735225, 51.14445537840955]}";314;BE00314;DBIST;DE BIST;DE BIST;DE BIST;DE BIST;De Bist;De Bist;De Bist;De Bist;De Bist;De Bist;Rooster;Gril;Gril
51.211017864,4.2909694725;"{""type"": ""Point"", ""coordinates"": [4.290969472495376, 51.21101786402789]}";1807;BE01807;YMSLE;Y.MELSELE;Y.MELSELE;Y.MELSELE;Y.MELSELE;Y.Melsele;Y.Melsele;Y.Melsele;Y.Melsele;Y.Melsele;Y.Melsele;Vertakking;Bifurcation;Bifurcation
51.2845409487,3.19696704414;"{""type"": ""Point"", ""coordinates"": [3.196967044136997, 51.28454094868021]}";1398;BE01398;YTDST;Y.TER DOEST;Y.TER DOEST;Y.TER DOEST;Y.TER DOEST;Y.Ter Doest;Y.Ter Doest;Y.Ter Doest;Y.Ter Doest;Y.Ter Doest;Y.Ter Doest;Vertakking;Bifurcation;Bifurcation
51.2646307046,4.28131333488;"{""type"": ""Point"", ""coordinates"": [4.281313334879548, 51.26463070462154]}";1828;BE01828;YFNSZ;Y.FARNESE-Z;Y.FARNESE-Z;Y.FARNESE-ZUID;Y.FARNESE-ZUID;Y.Farnese-Z;Y.Farnese-Z;Y.Farnese-Zuid;Y.Farnese-Zuid;Y.Farnese-Zuid;Y.Farnese-Zuid;Vertakking;Bifurcation;Bifurcation
50.850629394,4.395640419;"{""type"": ""Point"", ""coordinates"": [4.395640418995017, 50.850629394018725]}";1811;BE01811;Y50;Y.CINQUANT;Y.JUBELPARK;Y.CINQUANTENAIRE;Y.JUBELPARK;Y.Cinquant;Y.Jubelpark;Y.Cinquantenaire;Y.Jubelpark;Y.Cinquantenaire;Y.Jubelpark;Vertakking;Bifurcation;Bifurcation
50.7573318124,3.88094236619;"{""type"": ""Point"", ""coordinates"": [3.880942366188656, 50.757331812368484]}";1975;BE01975;TOBL;TUNNEL OVERB;TUNNEL OVERB;TUNNEL OVERBOELARE;TUNNEL OVERBOELARE;Tunnel Overb;Tunnel Overb;Tunnel Overboelare;Tunnel Overboelare;Tunnel Overboelare;Tunnel Overboelare;Rooster;Gril;Gril
51.0430789113,3.67383802456;"{""type"": ""Point"", ""coordinates"": [3.673838024558532, 51.0430789113153]}";1835;BE01835;YASLS;Y.ASSELS;Y.ASSELS;Y.ASSELS;Y.ASSELS;Y.Assels;Y.Assels;Y.Assels;Y.Assels;Y.Assels;Y.Assels;Vertakking;Bifurcation;Bifurcation
51.1891569455,4.36215336107;"{""type"": ""Point"", ""coordinates"": [4.362153361073683, 51.18915694553316]}";1819;BE01819;RKLWU;ANTW-K-RWU;ANTW-K-RWU;ANTWERPEN-KIEL-ROOSTER W/U;ANTWERPEN-KIEL-ROOSTER W/U;Antw-K-RWU;Antw-K-RWU;Antw-Kiel-R.W/U;Antw-Kiel-R.W/U;Antwerpen-Kiel-Rooster W/U;Antwerpen-Kiel-Rooster W/U;Rooster;Gril;Gril
51.2979218167,3.1934904295;"{""type"": ""Point"", ""coordinates"": [3.193490429501545, 51.29792181670586]}";1980;BE01980;RLZRF;ZEEBRUGGE-F;ZEEBRUGGE-F;ZEEBRUGGE-ROOSTER F;ZEEBRUGGE-ROOSTER F;Zeebrugge-F;Zeebrugge-F;Zeebrugge-Rooster F;Zeebrugge-Rooster F;Zeebrugge-Rooster F;Zeebrugge-Rooster F;Rooster;Gril;Gril
50.4683778059,4.88295615138;"{""type"": ""Point"", ""coordinates"": [4.882956151383551, 50.46837780586647]}";966;BE00966;PLMCT;PLOMCOT;PLOMCOT;PLOMCOT;PLOMCOT;Plomcot;Plomcot;Plomcot;Plomcot;Plomcot;Plomcot;Rooster;Gril;Gril
51.2009890692,4.3727855961;"{""type"": ""Point"", ""coordinates"": [4.372785596097137, 51.2009890692349]}";1820;BE01820;RKLIJ;ANTW-K-RIJ;ANTW-K-RIJ;ANTWERPEN-KIEL-ROOSTER I/J;ANTWERPEN-KIEL-ROOSTER I/J;Antw-K-RIJ;Antw-K-RIJ;Antw-Kiel-R.I/J;Antw-Kiel-R.I/J;Antwerpen-Kiel-Rooster I/J;Antwerpen-Kiel-Rooster I/J;Rooster;Gril;Gril
50.8186959691,4.3158400633;"{""type"": ""Point"", ""coordinates"": [4.315840063300762, 50.818695969133984]}";2001;BE02001;FOVTO;FOREST-97XD;VORST-97XD;FOREST-TGV-TO97XD;VORST-HST-TO97XD;Forest-97XD;Vorst-97XD;Forest-TGV-TO97XD;Vorst-HST-TO97XD;Forest-TGV-TO97XD;Vorst-HST-TO97XD;Rooster;Gril;Gril
50.8808012614,4.3442346347;"{""type"": ""Point"", ""coordinates"": [4.344234634697314, 50.88080126141979]}";1551;BE01551;YBCKS;Y.BOCKSTAEL;Y.BOCKSTAEL;Y.BOCKSTAEL;Y.BOCKSTAEL;Y.Bockstael;Y.Bockstael;Y.Bockstael;Y.Bockstael;Y.Bockstael;Y.Bockstael;Vertakking;Bifurcation;Bifurcation
51.2654315732,4.27522614021;"{""type"": ""Point"", ""coordinates"": [4.275226140206343, 51.26543157319811]}";1822;BE01822;YKTNZ;Y.KETENIS-Z;Y.KETENIS-Z;Y.KETENIS-ZUID;Y.KETENIS-ZUID;Y.Ketenis-Z;Y.Ketenis-Z;Y.Ketenis-Zuid;Y.Ketenis-Zuid;Y.Ketenis-Zuid;Y.Ketenis-Zuid;Vertakking;Bifurcation;Bifurcation
51.1091075512,3.73039192089;"{""type"": ""Point"", ""coordinates"": [3.730391920893326, 51.10910755116293]}";1582;BE01582;YESTN;Y.ND EVERSTN;Y.ND EVERSTN;Y.NOORD EVERSTEIN;Y.NOORD EVERSTEIN;Y.Nd Everstn;Y.Nd Everstn;Y.Noord Everstein;Y.Noord Everstein;Y.Noord Everstein;Y.Noord Everstein;Vertakking;Bifurcation;Bifurcation
51.1803458373,4.4666119578;"{""type"": ""Point"", ""coordinates"": [4.466611957799529, 51.18034583728257]}";1558;BE01558;YKRBN;Y.KRIJGSBAAN;Y.KRIJGSBAAN;Y.KRIJGSBAAN;Y.KRIJGSBAAN;Y.Krijgsbaan;Y.Krijgsbaan;Y.Krijgsbaan;Y.Krijgsbaan;Y.Krijgsbaan;Y.Krijgsbaan;Vertakking;Bifurcation;Bifurcation
50.8226906304,4.31828730202;"{""type"": ""Point"", ""coordinates"": [4.318287302022903, 50.822690630413064]}";419;BE00419;FOND;FOREST-NORD;VORST-NOORD;FOREST-NORD;VORST-NOORD;Forest-Nord;Vorst-Noord;Forest-Nord;Vorst-Noord;Forest-Nord;Vorst-Noord;Rooster;Gril;Gril
51.2679740616,4.38311453139;"{""type"": ""Point"", ""coordinates"": [4.383114531394283, 51.26797406163439]}";1585;BE01585;YNDRL;Y.NOORDERL;Y.NOORDERL;Y.NOORDERLAAN;Y.NOORDERLAAN;Y.Noorderl;Y.Noorderl;Y.Noorderlaan;Y.Noorderlaan;Y.Noorderlaan;Y.Noorderlaan;Vertakking;Bifurcation;Bifurcation
50.6167237339,5.93691934153;"{""type"": ""Point"", ""coordinates"": [5.936919341527754, 50.61672373387737]}";322;BE00322;VDL;DOLHAIN-VIC;DOLHAIN-VIC;DOLHAIN-VICINAL;DOLHAIN-VICINAL;Dolhain-Vic;Dolhain-Vic;Dolhain-Vicinal;Dolhain-Vicinal;Dolhain-Vicinal;Dolhain-Vicinal;Rooster;Gril;Gril
50.514548822,4.22030151561;"{""type"": ""Point"", ""coordinates"": [4.220301515611982, 50.51454882200664]}";1531;BE01531;YFFM;Y.FAMILLEUR;Y.FAMILLEUR;Y.FAMILLEUREUX;Y.FAMILLEUREUX;Y.Familleur;Y.Familleur;Y.Familleureux;Y.Familleureux;Y.Familleureux;Y.Familleureux;Vertakking;Bifurcation;Bifurcation
51.1960110002,4.43526699548;"{""type"": ""Point"", ""coordinates"": [4.435266995483825, 51.19601100019274]}";1586;BE01586;YGHKN;Y.N.GROENENH;Y.N.GROENENH;Y.NOORD GROENENHOEK;Y.NOORD GROENENHOEK;Y.N.Groenenh;Y.N.Groenenh;Y.Noord Groenenhoek;Y.Noord Groenenhoek;Y.Noord Groenenhoek;Y.Noord Groenenhoek;Vertakking;Bifurcation;Bifurcation
50.9585375012,5.33817685176;"{""type"": ""Point"", ""coordinates"": [5.338176851757878, 50.95853750115145]}";1286;BE01286;LZHPU;ZONHOVEN-P/U;ZONHOVEN-P/U;ZONHOVEN-ROOSTER P/U;ZONHOVEN-ROOSTER P/U;Zonhoven-P/U;Zonhoven-P/U;Zonhoven-Rooster P/U;Zonhoven-Rooster P/U;Zonhoven-Rooster P/U;Zonhoven-Rooster P/U;Rooster;Gril;Gril
51.0747208582,3.74505617371;"{""type"": ""Point"", ""coordinates"": [3.745056173711924, 51.07472085820988]}";1532;BE01532;YFRMN;Y.FARMANSTR;Y.FARMANSTR;Y.FARMANSTRAAT;Y.FARMANSTRAAT;Y.Farmanstr;Y.Farmanstr;Y.Farmanstraat;Y.Farmanstraat;Y.Farmanstraat;Y.Farmanstraat;Vertakking;Bifurcation;Bifurcation
50.9407108052,5.31199661711;"{""type"": ""Point"", ""coordinates"": [5.311996617106376, 50.94071080521227]}";1587;BE01587;YFHSN;Y.N.HASSELT;Y.N.HASSELT;Y.NOORD DRIEHOEK HASSELT;Y.NOORD DRIEHOEK HASSELT;Y.N.Hasselt;Y.N.Hasselt;Y.Noord Dr.Hasselt;Y.Noord Dr.Hasselt;Y.Noord Driehoek Hasselt;Y.Noord Driehoek Hasselt;Vertakking;Bifurcation;Bifurcation
50.3627779614,4.53410667922;"{""type"": ""Point"", ""coordinates"": [4.534106679223013, 50.36277796139141]}";1392;BE01392;RDIST;R.DISTEEL;R.DISTEEL;RACC.DISTEEL;RACC.DISTEEL;R.Disteel;R.Disteel;Racc.Disteel;Racc.Disteel;Racc.Disteel;Racc.Disteel;Verbinding;Raccordement;Raccordement
50.8246623927,4.32469259133;"{""type"": ""Point"", ""coordinates"": [4.324692591326763, 50.824662392736144]}";1536;BE01536;YFOST;Y.FOREST-EST;Y.VORST-OOST;Y.FOREST-EST;Y.VORST-OOST;Y.Forest-Est;Y.Vorst-Oost;Y.Forest-Est;Y.Vorst-Oost;Y.Forest-Est;Y.Vorst-Oost;Vertakking;Bifurcation;Bifurcation
51.2901500698,4.37721385375;"{""type"": ""Point"", ""coordinates"": [4.377213853745296, 51.290150069789405]}";1594;BE01594;YMUBR;Y.MUISBROEK;Y.MUISBROEK;Y.MUISBROEK;Y.MUISBROEK;Y.Muisbroek;Y.Muisbroek;Y.Muisbroek;Y.Muisbroek;Y.Muisbroek;Y.Muisbroek;Vertakking;Bifurcation;Bifurcation
51.2889447929,3.23737455984;"{""type"": ""Point"", ""coordinates"": [3.237374559843146, 51.28894479292245]}";1408;BE01408;YEIV;Y.EIVOORDE;Y.EIVOORDE;Y.EIVOORDE;Y.EIVOORDE;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Vertakking;Bifurcation;Bifurcation
50.5995214877,5.46697632745;"{""type"": ""Point"", ""coordinates"": [5.466976327449047, 50.599521487718974]}";1540;BE01540;YLMAN;Y.LEMAN;Y.LEMAN;Y.LEMAN;Y.LEMAN;Y.Leman;Y.Leman;Y.Leman;Y.Leman;Y.Leman;Y.Leman;Vertakking;Bifurcation;Bifurcation
51.0542350165,4.49413276476;"{""type"": ""Point"", ""coordinates"": [4.494132764762624, 51.05423501652857]}";1598;BE01598;YOTBK;Y.OTTERBEEK;Y.OTTERBEEK;Y.OTTERBEEK;Y.OTTERBEEK;Y.Otterbeek;Y.Otterbeek;Y.Otterbeek;Y.Otterbeek;Y.Otterbeek;Y.Otterbeek;Vertakking;Bifurcation;Bifurcation
51.332891214,3.22856359411;"{""type"": ""Point"", ""coordinates"": [3.22856359411353, 51.33289121395543]}";1424;BE01424;LZRSR;ZEEBR-SEA-RO;ZEEBR-SEA-RO;ZEEBRUGGE-SEA-RO TERMINAL;ZEEBRUGGE-SEA-RO TERMINAL;Zeebr-Sea-Ro;Zeebr-Sea-Ro;Zeebrugge-Sea-Ro;Zeebrugge-Sea-Ro;Zeebrugge-Sea-Ro Terminal;Zeebrugge-Sea-Ro Terminal;Station;Gare;Gare
51.013294012,4.41564776934;"{""type"": ""Point"", ""coordinates"": [4.415647769343285, 51.013294011961015]}";1544;BE01544;YHEIK;Y.HEIKE;Y.HEIKE;Y.HEIKE;Y.HEIKE;Y.Heike;Y.Heike;Y.Heike;Y.Heike;Y.Heike;Y.Heike;Vertakking;Bifurcation;Bifurcation
50.8761492069,4.34642017254;"{""type"": ""Point"", ""coordinates"": [4.346420172536852, 50.876149206852126]}";1599;BE01599;YPAHS;Y.PANNENHUIS;Y.PANNENHUIS;Y.PANNENHUIS;Y.PANNENHUIS;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Vertakking;Bifurcation;Bifurcation
50.4588680786,4.83026784283;"{""type"": ""Point"", ""coordinates"": [4.830267842830333, 50.458868078582185]}";1432;BE01432;FEOGR;RONET-GRIL R;RONET-GRIL R;RONET-GRIL R;RONET-GRIL R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Rooster;Gril;Gril
51.0189615017,4.49911137388;"{""type"": ""Point"", ""coordinates"": [4.499111373878436, 51.018961501715346]}";874;BE00874;YFIZ;Y.MUIZEN;Y.MUIZEN;Y.MUIZEN;Y.MUIZEN;Y.Muizen;Y.Muizen;Y.Muizen;Y.Muizen;Y.Muizen;Y.Muizen;Vertakking;Bifurcation;Bifurcation
50.8665918782,4.71513139977;"{""type"": ""Point"", ""coordinates"": [4.715131399768389, 50.86659187822338]}";1600;BE01600;YPABR;Y.PARKBRUG;Y.PARKBRUG;Y.PARKBRUG;Y.PARKBRUG;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Vertakking;Bifurcation;Bifurcation
50.0650160877,4.96719633749;"{""type"": ""Point"", ""coordinates"": [4.967196337493432, 50.0650160876947]}";1200;BE01200;MVO;VONECHE;VONECHE;VONECHE;VONECHE;Vonêche;Vonêche;Vonêche;Vonêche;Vonêche;Vonêche;Rooster;Gril;Gril
50.9188844377,5.4992349808;"{""type"": ""Point"", ""coordinates"": [5.499234980804848, 50.91888443770814]}";1303;BE01303;RKGZF;GENK-IN ZD F;GENK-IN ZD F;GENK-ZUID-LO-INRIT ZUID FORD;GENK-ZUID-LO-INRIT ZUID FORD;Genk-In Zd F;Genk-In Zd F;Genk-Inrit Zd FORD;Genk-Inrit Zd FORD;Genk-Zuid-LO-Inrit Zuid FORD;Genk-Zuid-LO-Inrit Zuid FORD;Andere;Autre;Autre
50.4149017204,4.52632994863;"{""type"": ""Point"", ""coordinates"": [4.526329948629341, 50.41490172040773]}";2007;BE02007;FCLGE;CHATELET-E;CHATELET-E;CHATELET-GRIL EST;CHATELET-GRIL EST;Châtelet-E;Châtelet-E;Châtelet-Gril Est;Châtelet-Gril Est;Châtelet-Gril Est;Châtelet-Gril Est;Rooster;Gril;Gril
51.2752845791,4.27942652611;"{""type"": ""Point"", ""coordinates"": [4.279426526114787, 51.275284579087746]}";1971;BE01971;YKTNW;Y.KETENIS-W;Y.KETENIS-W;Y.KETENIS-WEST;Y.KETENIS-WEST;Y.Ketenis-W;Y.Ketenis-W;Y.Ketenis-West;Y.Ketenis-West;Y.Ketenis-West;Y.Ketenis-West;Vertakking;Bifurcation;Bifurcation
51.0364975525,4.49083609683;"{""type"": ""Point"", ""coordinates"": [4.490836096833055, 51.03649755248614]}";40;BE00040;FMDST;MECH-DIJKSTR;MECH-DIJKSTR;MECHELEN-DIJKSTRAAT;MECHELEN-DIJKSTRAAT;Mech-Dijkstr;Mech-Dijkstr;Mechelen-Dijkstraat;Mechelen-Dijkstraat;Mechelen-Dijkstraat;Mechelen-Dijkstraat;Rooster;Gril;Gril
